gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,3836.6271811802562,-0.38540166998025166,0.12180744147014196,-3.16402401469637,0.0015560395557701315,0.002421470011097344
ENSG00000000005,301.92974291216103,-3.505535010714141,0.3152199379008495,-11.12091777588252,9.924574894832805e-29,9.913441557611037e-28
ENSG00000000419,2344.8606877640996,0.5645028904200989,0.07512414345165985,7.514267244635404,5.723057046792915e-14,2.0695309169982736e-13
ENSG00000000457,1403.4783448838707,0.4175352057831833,0.07992432950995343,5.224131479653955,1.7497442363802107e-07,3.926834995917085e-07
ENSG00000000460,632.0159507732195,1.153635721272285,0.09721609010612911,11.866715890475342,1.7625148160527133e-32,2.3014849542855923e-31
ENSG00000000938,684.9574890380812,-0.3107824714848517,0.14443374561932534,-2.151730332494187,0.03141859968252419,0.04166936629998722
ENSG00000000971,4515.836005653138,-1.341648368591386,0.1501864699656763,-8.933217279146431,4.137958792659366e-19,2.1327368099210997e-18
ENSG00000001036,2518.914471892654,0.49609861375106973,0.08290309058773121,5.98407864211141,2.176181582396199e-09,5.712018445989125e-09
ENSG00000001084,2372.105922334751,-0.19044764422059202,0.09315748449552572,-2.0443622458455186,0.0409177741442208,0.05335202975544137
ENSG00000001167,3093.7879256133087,0.5494697187378186,0.08065033328208297,6.812987577075359,9.55923992149995e-12,2.9866036306119895e-11
ENSG00000001460,676.234560943957,-0.046436804370703334,0.06350336634078307,-0.7312494919010416,0.46462677507029315,0.5070948501161158
ENSG00000001461,3047.187988179325,-0.27949220414802944,0.0915238001420473,-3.053765290714003,0.002259888115087656,0.003451012483791268
ENSG00000001497,3218.6260230015955,0.4201586806821547,0.059663672577383184,7.042118973437531,1.8933804699431723e-12,6.203665920355244e-12
ENSG00000001561,1708.2495210286334,-0.013408266404008629,0.12327283506208316,-0.10876902763902448,0.9133856903959411,0.9246101680767487
ENSG00000001617,4563.081101939552,1.3139539655955903,0.10166008876369682,12.924973621160245,3.254082094774388e-38,6.344951104294711e-37
ENSG00000001626,67.29802219501677,-1.5164432011437239,0.26494577974529915,-5.72359824942873,1.042912088385678e-08,2.5994952200378293e-08
ENSG00000001629,4617.526364116969,0.33548832511397847,0.07758734065882059,4.324008559453548,1.532193474003059e-05,2.905139502168242e-05
ENSG00000001630,106.92233458266075,0.9147971591595047,0.15534239936923788,5.888908391231274,3.887548534780257e-09,1.0030808617615017e-08
ENSG00000001631,386.61798975722206,0.11664258804191001,0.06008790170219748,1.941199222099717,0.05223411745093588,0.06707359993236163
ENSG00000002016,565.4798455425713,-0.16613516027881897,0.08018655458025455,-2.0718580708258636,0.0382786792001751,0.05014523065462199
ENSG00000002330,486.38488815291595,0.7187216926718673,0.12554611777279756,5.7247623855048015,1.0357860868838365e-08,2.582766240650868e-08
ENSG00000002549,7752.781912371838,0.3162640561189257,0.09664396181059176,3.2724657618937196,0.001066137844162456,0.0016886084658642865
ENSG00000002586,11045.839939504296,0.0035704107552758666,0.11990071392249646,0.02977806085111196,0.9762440559110217,0.9796494365933346
ENSG00000002587,356.2178816936269,-0.7251589515477759,0.11891571153942411,-6.098092019634966,1.0734195256696915e-09,2.8859628627602535e-09
ENSG00000002726,74.17238677602236,2.082033436335183,0.2223238475607907,9.36486777814461,7.61455712487501e-21,4.4287590568596515e-20
ENSG00000002746,47.16981016301293,-1.0593151055791041,0.18457945609967044,-5.7390737190551055,9.519577816883158e-09,2.3816776237342545e-08
ENSG00000002834,17244.315072896068,0.8614493852953518,0.12353157037466576,6.973516022524558,3.0911621280063313e-12,9.979565026172374e-12
ENSG00000002919,1713.171890711326,0.1574867308895698,0.08425763148411018,1.869109398348915,0.06160759572915365,0.07820776867206002
ENSG00000002933,2925.9489379011598,0.5532250386738397,0.1584825286922476,3.4907635765209837,0.0004816422624443907,0.0007924530281960107
ENSG00000003056,3963.9815171230443,0.11592801951684094,0.08432362476067606,1.374798816415485,0.16919382517634518,0.20063132329079073
ENSG00000003096,1392.3046752478695,-3.1069816339763725,0.19649299170694443,-15.812175319770278,2.5645655119000855e-56,1.7005251952843867e-54
ENSG00000003137,794.8672273868978,-1.7335601890822274,0.21235099046064349,-8.163654830720088,3.2503685563811834e-16,1.3747713557062147e-15
ENSG00000003147,2428.215054667592,0.8582464582383794,0.09338256483922856,9.19064987897873,3.9047507618213605e-20,2.1730635266457627e-19
ENSG00000003249,2353.1605791512284,1.78103275834622,0.14773966308843758,12.055210639542926,1.8206644297408767e-33,2.5444397736714986e-32
ENSG00000003393,1839.6019640171246,-0.05942734134976909,0.06488416903464905,-0.9158989355020338,0.35971990518497565,0.40131272042562255
ENSG00000003400,882.7228780951937,-1.0288481976718395,0.13199223472993274,-7.794763076607875,6.4529439130896735e-15,2.4915052288016478e-14
ENSG00000003402,6558.139348222092,-0.9544460120247258,0.07264009903249834,-13.139382031923136,1.9581937411299933e-39,4.1847159731873993e-38
ENSG00000003436,2316.631970272631,-1.2171897893129888,0.18837702860722777,-6.4614555092641845,1.0370064612323881e-10,3.0049564262489427e-10
ENSG00000003509,744.3270454198333,-0.00032187681428603163,0.05459249433344878,-0.0058959902495024485,0.9952957076649449,0.996148072452326
ENSG00000003756,3903.9526276950123,-0.33076067364823813,0.0593118275502178,-5.576639387282269,2.4520944717295363e-08,5.9301234514835226e-08
ENSG00000003987,116.58992436059602,0.41873821003521405,0.1589202619826337,2.6348950398846713,0.008416330405106911,0.012085467842504541
ENSG00000003989,9878.4677364194,1.5971276706913327,0.2530484164667393,6.311549753962832,2.7625495692864325e-10,7.735387001510482e-10
ENSG00000004059,5286.560249967492,0.7564364663112929,0.08021620454431651,9.429970797152208,4.1020316040691494e-21,2.4281066465491935e-20
ENSG00000004139,273.0649482024461,-0.3509412217263266,0.12188500419990606,-2.879281368778893,0.003985825516589811,0.005932103735650499
ENSG00000004142,7073.132295032596,0.41425016729713515,0.08448404539569254,4.903294644058983,9.424245948487473e-07,1.9820489820129035e-06
ENSG00000004399,9758.377005491018,-0.11282690944042754,0.09966483187471521,-1.132063410112986,0.25760777655367295,0.2957215184343502
ENSG00000004455,8150.298882435336,0.13524909656204423,0.06687384487325736,2.02245133083607,0.04312974671344669,0.05605637963402652
ENSG00000004468,528.9132118157821,-0.34116544976665336,0.21968172774373826,-1.552998755384096,0.12042343195323497,0.146325151347946
ENSG00000004478,13393.695419297926,1.4695232318583829,0.10403153905330359,14.125747299628333,2.635887524393977e-45,8.651285365022627e-44
