,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000000003,-0.7943934332097617,5.819697560335337,-6.685109380734444,1.145440062980407e-10,3.7888879776526854e-10,12.86167996355762
ENSG00000000005,-4.847608428236578,-0.6774888161545415,-15.950402732461512,8.910967908439721e-42,6.612150353964854e-40,84.23812287982315
ENSG00000000419,0.4736296012708827,5.253225705675116,6.184153381919039,2.066280376635046e-09,6.0712408489470025e-09,10.068692377089745
ENSG00000000457,0.40507166355885094,4.5216194525445434,5.158199936537654,4.570245234710009e-07,1.070646650511682e-06,4.866376058874458
ENSG00000000460,1.0398516538360312,3.165141905825199,9.465485532329733,9.525844039459538e-19,6.453759336733837e-18,31.543377649469324
ENSG00000000938,-0.40563296441776053,3.2129801692931865,-2.8635927111388293,0.0044875722680858795,0.006838884583613518,-3.6303810999088526
ENSG00000000971,-1.2650308377735886,5.7709575487302365,-7.888113546683263,5.952903915975024e-14,2.6421398130742223e-13,20.305866434960514
ENSG00000001036,0.47125655051059834,5.343281104896968,5.604562688936763,4.775514408145557e-08,1.227961274998814e-07,6.995842934523577
ENSG00000001084,-0.19121256036595202,5.24197980204984,-2.1397329857300287,0.03319276505084049,0.04489161823272576,-5.6965143443673405
ENSG00000001167,0.5020388289661613,5.6131985971994105,5.991870031884727,6.0063190722675955e-09,1.6904298665311825e-08,9.00481899457703
ENSG00000001460,-0.057310993565856894,3.5189930118263337,-0.8945022022353858,0.37177900710241163,0.41783241097535734,-7.348314166241452
ENSG00000001461,-0.33937967527461943,5.609256806417581,-3.6933343046706004,0.00026346518978148843,0.00046582219967133623,-1.3106751373779453
ENSG00000001497,0.4229760795462276,5.7534203537656605,7.022899945139718,1.4903181201252858e-11,5.304046160681904e-11,14.870946326334021
ENSG00000001561,-0.12893359719811315,4.618502003789391,-1.0732191313924702,0.2840459228906688,0.3273372804223232,-7.35997844883266
ENSG00000001617,1.22840846791543,6.039206788986992,11.879783578547498,6.977236218185003e-27,1.0090281519245273e-25,49.828920870407046
ENSG00000001626,-2.220090261478638,-1.2018938076181693,-8.672358946329231,2.8346032355846597e-16,1.5530104278405375e-15,26.270791406815775
ENSG00000001629,0.29250527538751037,6.24801023797355,3.6205950133747615,0.00034558837459553664,0.00060292564065702,-1.582210300757918
ENSG00000001630,0.5848480969532932,0.43920756926999066,3.2003709617889142,0.0015214439065042722,0.002461666488511152,-2.3258974577924407
ENSG00000001631,0.10404909432669207,2.7198161738577857,1.7902465841780835,0.07443480069277728,0.09511113421854873,-6.021534354583766
ENSG00000002016,-0.19221924299940696,3.217383024111745,-2.4782987068813056,0.013757739892106649,0.01965887041437431,-4.666333978229087
ENSG00000002330,0.6073223914401416,2.803897233196329,4.751800903782985,3.1475264313879337e-06,6.782161412828183e-06,3.2669327463108404
ENSG00000002549,0.2652557762992007,6.92176797333969,2.6915057965108047,0.007517101388251645,0.01111252105770555,-4.4252696986689495
ENSG00000002586,0.1560025394106619,7.355380660104591,1.2807463898213733,0.2012843004010456,0.23845762374551138,-7.184952764630272
ENSG00000002587,-0.826689089515406,2.372547489759197,-6.850577421858357,4.253824119669822e-11,1.4546864889119605e-10,14.237686949951161
ENSG00000002726,1.4050053823178472,-0.6809057951981178,4.5213749252433955,8.894084869008385e-06,1.8306053160769156e-05,2.7463782250963806
ENSG00000002746,-1.249699200104592,-0.9380980987485338,-6.336155466950178,8.736955690992978e-10,2.6538715800175065e-09,11.637789407570452
ENSG00000002834,0.5283612149251713,7.94569331689559,4.945619094867884,1.2734971577652114e-06,2.855290569910274e-06,3.792598152359898
ENSG00000002919,0.15662001483106902,4.804454882561702,2.117236260008723,0.0350725121051746,0.04726977827985151,-5.701109202592487
ENSG00000002933,-0.05219656782218962,5.216119782294805,-0.3256620125780651,0.7449099373280774,0.7775956522133489,-7.905994110645405
ENSG00000003056,0.020088616563463724,6.012036074333607,0.20752776638153952,0.8357402169562407,0.8586541932343266,-7.984190479261896
ENSG00000003096,-3.4971913301662645,3.331686039083961,-16.878812338827725,2.9600990452769093e-45,3.5710252933956726e-43,92.16212081542093
ENSG00000003137,-1.9407189620505998,2.764632834560837,-8.811260379922128,1.0674127516864657e-16,6.039198500388872e-16,26.877709268277002
ENSG00000003147,0.7708605830932163,5.235682745441133,7.694553725325557,2.1212974418234087e-13,8.927783224095413e-13,19.078014598182982
ENSG00000003249,1.7468370936207989,4.7112517827321705,10.062517959827517,1.1088741686851734e-20,8.945141535912017e-20,35.79514335236219
ENSG00000003393,-0.03248415805570293,4.957248305282181,-0.4973997196888011,0.6192759697901165,0.6609875768654254,-7.82683250796094
ENSG00000003400,-1.0349293547494889,3.5943076963111045,-7.700727437620797,2.038057126633802e-13,8.596803566642334e-13,19.31444701848428
ENSG00000003402,-0.9262816310818032,6.721535543385697,-12.85846566678082,2.2621509502877695e-30,4.597821806459891e-29,57.81922194729332
ENSG00000003436,-2.0726672343680552,4.5297935592715275,-13.373036305194436,3.1002680030292446e-32,7.558267456146524e-31,62.181996589762555
ENSG00000003509,0.03732561422600256,3.6685363604537495,0.7014545906874424,0.48356972081044647,0.530338428705838,-7.51206190286954
ENSG00000003756,-0.3412238117092894,6.028317098979523,-5.7859520418443315,1.831904631654642e-08,4.908968860319598e-08,7.883974595735099
ENSG00000003987,-0.020515701485262827,0.5909561856467451,-0.13838627007779639,0.8900291144148174,0.905624117671147,-7.373746685035935
ENSG00000003989,0.6161829244022154,5.654933588628173,2.46405043707111,0.01430537716386711,0.020388433505118226,-4.998693825345022
ENSG00000004059,0.7337625158580448,6.38986232044244,9.060472247660636,1.8057971596953598e-17,1.0963182171799849e-16,28.303171135692537
ENSG00000004139,-0.5587409298203616,1.9848393458124622,-4.886820852156369,1.6807246240335694e-06,3.7183944326554324e-06,3.935548082457924
ENSG00000004142,0.42040346280198904,6.836313226327498,5.356947974728144,1.7015547785242644e-07,4.1472070911920255e-07,5.714319536612171
ENSG00000004399,-0.036985788436964206,7.264566890403725,-0.3643464214595519,0.7158591377959586,0.7512121902265352,-7.938601566214644
ENSG00000004455,0.13665189674321532,7.071514235845125,2.100844434106483,0.03649902814521026,0.04907919799275757,-5.815767541096793
ENSG00000004468,-0.6700967230361101,2.0108302368528443,-2.593471078497184,0.009973087436259782,0.014529549043289574,-4.145085884817407
ENSG00000004478,1.4304707568594495,7.588044091687654,13.009573928062077,6.454089562269745e-31,1.3887804456257996e-29,59.07986746014174
ENSG00000004487,0.35705503503661795,6.7322128531184084,5.616955896260531,4.476167439668638e-08,1.1554369817002187e-07,7.011398767079722
ENSG00000004534,-0.25545377290794047,6.193246281059431,-3.92979523034791,0.00010586235594088711,0.0001957401556154107,-0.46711354396204463
ENSG00000004660,0.06546790506900324,3.5012248771142067,0.631321701043129,0.5283167374664015,0.5738263634923467,-7.552014344391879
ENSG00000004700,-0.11426090230380304,4.600523084263601,-0.9217145301104923,0.3574272420280523,0.40320535706337784,-7.477954957288328
ENSG00000004766,0.016432744216758444,4.981576028222619,0.23211908738035536,0.8166056967338741,0.841909352330965,-7.925779507207695
ENSG00000004776,-4.076273834795669,1.459665887587724,-14.39225299302561,5.623585509715182e-36,2.069988689885122e-34,70.97333470249752
ENSG00000004777,0.797573861519695,3.2458607062457543,5.654654579543606,3.673752663824992e-08,9.556970097504665e-08,7.5275097643847655
ENSG00000004779,0.7672702755160072,5.581320813847576,9.913258279375231,3.4134276587798216e-20,2.652854687927011e-19,34.54752707553448
ENSG00000004799,-3.4582899811080248,5.71051690068419,-15.051130632970523,2.0237737137065556e-38,1.0064506561861405e-36,76.32607970395259
ENSG00000004838,2.659707188077707,1.5212211167632375,12.834855552400727,2.763242786783374e-30,5.573881000006721e-29,57.955784116166996
ENSG00000004846,-4.3660159990492,-1.229158800549598,-16.51642804166898,6.722567696324038e-44,6.547150695498083e-42,89.01639987966009
ENSG00000004848,-0.2018271083673584,-2.698174430701199,-0.5442176829078635,0.5867008685380339,0.6298133957628278,-6.691185795382429
ENSG00000004864,0.21753145969688958,4.845073370010056,2.7181694829648406,0.006950995071930565,0.010322161439805404,-4.246620110590715
ENSG00000004866,0.1348288513820579,4.560014783616796,2.117859508331677,0.03501923068416443,0.047208174937869704,-5.667941269734484
ENSG00000004897,0.09664793310362718,6.127305508743667,1.316366219214363,0.18906814631573407,0.225155092851733,-7.144304067038008
ENSG00000004948,-1.8400064161693015,-1.5283196672694772,-9.278438168160058,3.738389177681511e-18,2.4079965288827617e-17,30.52056306806106
ENSG00000004961,0.263081298724094,4.517787906505693,3.909699160588461,0.00011459326099606748,0.00021094500761621049,-0.4079528878780989
ENSG00000004975,-0.09605347834809397,5.000586077121113,-1.426168201929984,0.15487214565426646,0.1872528202018034,-6.926371882215156
ENSG00000005001,1.5955107501821308,2.88515078643131,7.038108390744929,1.358169257101018e-11,4.85590954847647e-11,15.321944853652248
ENSG00000005007,0.3515620351617992,7.081395418982976,5.57581935823958,5.546817109105159e-08,1.4175199278824294e-07,6.805701340416801
ENSG00000005020,-1.327962697350987,5.166879141355492,-11.867014356145228,7.745555006345447e-27,1.1132523678989509e-25,49.76022449611649
ENSG00000005022,0.4594746137368251,7.676764485075157,5.691254651646058,3.0295825838513585e-08,7.944210452311955e-08,7.402671115673964
ENSG00000005059,0.5922881781141185,4.268578587793265,5.90310467879374,9.747871557036968e-09,2.6809155794239483e-08,8.667108573766033
ENSG00000005073,0.5770565885562138,-1.2061129941054183,2.065852002542612,0.039711353538639964,0.053093278980339526,-4.946657542042341
ENSG00000005075,0.7978666637543093,4.752297120957774,7.627914065448125,3.2712445452910276e-13,1.3512039264942991e-12,18.720874516900967
ENSG00000005100,-0.08249006471004794,4.840848626226423,-1.1481248387100165,0.25184278007904176,0.2930799193862336,-7.265679778733925
ENSG00000005102,-3.1891292283404704,2.40399165328393,-15.206016793132921,5.364565445505386e-39,2.8098602035155524e-37,77.84103138824943
ENSG00000005108,-1.2306929929882577,2.411056813277914,-8.140571994946654,1.0999815766247684e-14,5.22575088955959e-14,22.2932765600234
ENSG00000005156,0.8442721091222243,5.304631697516498,9.831732933554441,6.293152557598914e-20,4.74690034992102e-19,33.956981282086026
ENSG00000005175,0.4250789348860593,5.079499128657212,6.945139527003343,2.39761766979326e-11,8.38000987055405e-11,14.436180076509292
ENSG00000005187,-1.9421106160948045,2.0390043557511772,-10.47313488573742,4.803629967787756e-22,4.444486727741873e-21,39.13461669255229
ENSG00000005189,0.6099136746950733,2.909483474127896,6.377279429890777,6.904007590301256e-10,2.1184449939455726e-09,11.441211169364028
ENSG00000005194,0.236781404176857,5.325767574050461,3.799657150587171,0.00017583703126807006,0.00031718856334956994,-0.8953563344480981
ENSG00000005206,0.5250870690863882,4.964729299135018,5.460652487738159,1.0047015661738599e-07,2.504587999718039e-07,6.300438857559524
ENSG00000005238,0.27258430534259936,4.432762592803476,3.3498255264586123,0.0009132687180632948,0.0015160876916784046,-2.3573137863629077
ENSG00000005243,-0.624748642019854,3.9582124092294277,-4.13965068915247,4.5390101212421295e-05,8.705401181846314e-05,0.49898620166362484
ENSG00000005249,-1.5639178393261233,5.897862370417321,-7.472845987828324,8.885150416772433e-13,3.5207337919734633e-12,17.63806542027971
ENSG00000005302,-0.14107249099132346,5.110235775151627,-2.3827379629281658,0.017814615477639878,0.025027460166520517,-5.117659238208405
ENSG00000005339,-0.052915273575810495,7.0650774856204315,-0.6920022392434315,0.48947762982401344,0.5360317540309942,-7.767146548965078
ENSG00000005379,-0.4248984465686956,4.139085508003102,-2.564015974474099,0.01083995788968782,0.015712897099168417,-4.6144196922393625
ENSG00000005436,-0.1478853436613381,4.339463538596909,-2.2821442729413124,0.023189334219713007,0.03204621687786664,-5.285867291869612
ENSG00000005448,1.1279932683653966,3.3510968503571585,10.650750561525852,1.213060523735802e-22,1.1875926038395685e-21,40.35775576923717
ENSG00000005469,0.33159709727388176,4.473309858155011,2.5107920915544057,0.012578439425140465,0.018074559195473874,-4.805185767886867
ENSG00000005471,0.5974123872768631,0.6251862399331334,4.917053071922444,1.4577076543487697e-06,3.2496036514863667e-06,4.231206034018825
ENSG00000005483,-0.32741514521984705,6.561378690319635,-4.2720312273902525,2.6125686802970088e-05,5.13047907507601e-05,0.8626148617755813
ENSG00000005486,0.8199443318465747,6.412175537553387,9.414560781847523,1.3841219634866434e-18,9.226986308462298e-18,30.846325988981505
ENSG00000005513,-2.718396568264006,0.9899800312752963,-8.051509681028763,2.004196264826706e-14,9.283246459250576e-14,21.953415900320298
ENSG00000005700,0.2242572997162524,6.157343153246433,2.9969633723862628,0.002957476775433636,0.004616567177880754,-3.57780995785033
ENSG00000005801,-0.009571223235118609,4.639604716266879,-0.13140708968631112,0.895542427542291,0.9102928817467546,-7.898449200335972
ENSG00000005810,-1.0478598614849481,6.309615286441624,-9.527993208627757,6.019042958451501e-19,4.166978314701393e-18,31.672839262545587
ENSG00000005812,-0.4526015736168283,5.807227223639423,-5.722323349858698,2.5703964087796687e-08,6.794436308703848e-08,7.557910906038828
ENSG00000005844,0.7575874635512014,4.157617261307339,4.307709540448226,2.2461380284207733e-05,4.436979322345465e-05,1.1957348371408765
ENSG00000005882,-0.6705949918302512,4.496866398860041,-5.897444429947414,1.0052716629789604e-08,2.7606953775948862e-08,8.553196047415382
ENSG00000005884,-0.43365625992222334,6.3147942157422765,-3.0416249142608405,0.002563547200978958,0.004035337074762652,-3.4470280958068935
ENSG00000005889,-0.05076292772720148,5.828793250799222,-0.625328508410409,0.5322366062856294,0.5775806570097489,-7.8109543351084625
ENSG00000005893,0.10928003128644193,8.11249731556794,1.4306697428318171,0.15357824588570543,0.1858262986810409,-6.960957012929931
ENSG00000005961,0.063720806204418,-0.4806667235130398,0.36179343043326667,0.7177641785484801,0.7528733031176322,-7.140526952422763
