gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,3836.6271811802562,-0.22864998570217254,0.12180692757973295,-1.877150916170197,0.060497412622491455,0.07481753430079152
ENSG00000000005,301.92974291216103,-4.138307297186153,0.3155407081524986,-13.114971191565363,2.702849222918108e-39,3.273353472755551e-38
ENSG00000000419,2344.8606877640996,0.7293573013671455,0.07512271719359913,9.708878067968643,2.7636223195562113e-22,1.3577765042927377e-21
ENSG00000000457,1403.4783448838707,0.21101114989560402,0.0799455298423985,2.6394365052252846,0.008304397782116118,0.011287630597353297
ENSG00000000460,632.0159507732195,1.7465406792340814,0.09716941357169706,17.97418153548272,3.1041078273698533e-72,1.8603753930765668e-70
ENSG00000000938,684.9574890380812,0.22025871293621102,0.14440205430097236,1.525315647360066,0.12718038680103205,0.15078278295666359
ENSG00000000971,4515.836005653138,-1.3109909947415288,0.15018807433493137,-8.728995298374453,2.5694490409183083e-18,1.0106463528845487e-17
ENSG00000001036,2518.914471892654,0.6167313769382169,0.08290330995856943,7.43916469977406,1.0132393311211012e-13,3.0343629488522537e-13
ENSG00000001084,2372.105922334751,-0.31618935788955377,0.0931667154357571,-3.3938017070869204,0.0006892958367739852,0.0010386931140169836
ENSG00000001167,3093.7879256133087,1.0032766786108507,0.08064164761796691,12.441172870918887,1.561934063878457e-35,1.5412456496286686e-34
ENSG00000001460,676.234560943957,0.04808572261092846,0.0635091333208613,0.7571465724148592,0.44896205483831675,0.4868159735240177
ENSG00000001461,3047.187988179325,-0.22566307518117626,0.09152592147225846,-2.4655646351462828,0.013679749187998492,0.018158417694781274
ENSG00000001497,3218.6260230015955,0.65138943352268,0.05965997516715241,10.918365817244288,9.417497721038354e-28,6.108143943312389e-27
ENSG00000001561,1708.2495210286334,-0.7097753330729932,0.12330622348836591,-5.75620040086591,8.602825184831805e-09,1.869862003152039e-08
ENSG00000001617,4563.081101939552,0.20675270994123876,0.10167918431717426,2.033382853429489,0.042013858295960584,0.05299272420075325
ENSG00000001626,67.29802219501677,-1.027592876669265,0.2647205728834557,-3.881802103539821,0.00010368524051527701,0.0001670380212281524
ENSG00000001629,4617.526364116969,0.30104903078978573,0.07759054644381165,3.8799704936708346,0.00010446913719802745,0.00016822841857267614
ENSG00000001630,106.92233458266075,0.34907580090235835,0.1556281971333418,2.2430112751564626,0.024896087430059805,0.03219223697217954
ENSG00000001631,386.61798975722206,0.14457733055312608,0.060119215361567536,2.404843936894595,0.016179373536225256,0.021319012455350297
ENSG00000002016,565.4798455425713,-0.19761607830539635,0.08021418613680101,-2.463605103072076,0.013754756166562337,0.01825409407796658
ENSG00000002330,486.38488815291595,0.5053471549041586,0.12558384670861855,4.023982129458674,5.7222261171730003e-05,9.429796965278746e-05
ENSG00000002549,7752.781912371838,0.6271336988111319,0.09664226373892874,6.489228154933155,8.627722823939521e-11,2.1385178828850091e-10
ENSG00000002586,11045.839939504296,0.29937689625941605,0.11989977629221187,2.4968928676713653,0.01252868012848609,0.016694490823242456
ENSG00000002587,356.2178816936269,0.07865791185195523,0.11878061109178605,0.6622117122395795,0.5078355491003154,0.5450589445888415
ENSG00000002726,74.17238677602236,2.2945507061762282,0.22229450648096663,10.322120607027655,5.597303090816362e-25,3.1430621770322868e-24
ENSG00000002746,47.16981016301293,0.07948751536782733,0.18351900415528227,0.433129613653363,0.664920609943314,0.6957277424503401
ENSG00000002834,17244.315072896068,0.3858317279868304,0.12353350625893593,3.1232961782700217,0.001788376837395278,0.0025939232456138927
ENSG00000002919,1713.171890711326,0.18527935288729,0.08426266898808234,2.1988308121772753,0.027889954709840698,0.035882362950275984
ENSG00000002933,2925.9489379011598,0.5527474213804205,0.15848440293889599,3.487708639654172,0.00048717865369468313,0.0007436533588111739
ENSG00000003056,3963.9815171230443,0.25764858238647453,0.08432331190093616,3.0554846172214227,0.00224697128916665,0.003229524683791483
ENSG00000003096,1392.3046752478695,-1.9351335369486868,0.19641661643380012,-9.852188537220325,6.706741004996463e-23,3.4032388073929137e-22
ENSG00000003137,794.8672273868978,-1.0310772593893354,0.21231101986360973,-4.856447206799287,1.1951062543555938e-06,2.238983253200606e-06
ENSG00000003147,2428.215054667592,0.28783385368536485,0.09340393299520401,3.0816031451282053,0.0020588913105219304,0.0029699304648190678
ENSG00000003249,2353.1605791512284,2.318221346005405,0.14773278173910828,15.691990083144278,1.7159061473330078e-55,4.718489566026458e-54
ENSG00000003393,1839.6019640171246,-0.1884503953941165,0.06490093029605358,-2.9036624673094336,0.003688255520402029,0.005207391269706851
ENSG00000003400,882.7228780951937,-0.14145261232234532,0.13193256756213895,-1.0721584134692332,0.28364888570287417,0.31826885771125374
ENSG00000003402,6558.139348222092,-0.5548712155314998,0.07263477507010198,-7.6391950686978385,2.1858392934674996e-14,6.800833435698632e-14
ENSG00000003436,2316.631970272631,-1.5276779451485407,0.18838859499800573,-8.109184874831264,5.096046064334358e-16,1.7513502179192824e-15
ENSG00000003509,744.3270454198333,0.3029840355784427,0.05456066157394217,5.5531591230401425,2.8055246982449806e-08,5.887162645324082e-08
ENSG00000003756,3903.9526276950123,-0.7054614757681416,0.059330720983809704,-11.890323664879269,1.328905981840787e-32,1.1168185597501517e-31
ENSG00000003987,116.58992436059602,0.30558337328614893,0.1590114990965011,1.921769023136472,0.05463482773596657,0.06790406406346552
ENSG00000003989,9878.4677364194,-1.353219085640386,0.2530636498804835,-5.347346749639793,8.925292609243652e-08,1.8091495555582334e-07
ENSG00000004059,5286.560249967492,0.9531914288657091,0.08021514105416883,11.882936517209693,1.4517609843598223e-32,1.2135216203193705e-31
ENSG00000004139,273.0649482024461,-0.7711168502318199,0.12203009919704977,-6.31907091205956,2.6314051635632397e-10,6.335905891510303e-10
ENSG00000004142,7073.132295032596,0.47911423087493427,0.08448477023879448,5.671013006494871,1.4195561933000438e-08,3.038841586550374e-08
ENSG00000004399,9758.377005491018,-0.07986410551167142,0.09966558375783156,-0.8013208020305788,0.4229459511622,0.46066323047425317
ENSG00000004455,8150.298882435336,0.6765286360105113,0.06686845717559903,10.117305895572292,4.629841182266399e-24,2.4756477056676975e-23
ENSG00000004468,528.9132118157821,1.6311923462820983,0.21954674761385357,7.429817858887602,1.0874732019426306e-13,3.2530253404455683e-13
ENSG00000004478,13393.695419297926,0.9994103321789988,0.10403423517570781,9.60655240547549,7.501880975854276e-22,3.602405556432951e-21
ENSG00000004487,6444.967221888991,0.8378053834793938,0.06246096728002003,13.413263033910626,5.056415787541393e-41,6.758393052983311e-40
ENSG00000004534,4342.639203372061,-0.2953117312482547,0.06462028954770625,-4.569953698988603,4.878319798406413e-06,8.731664775572079e-06
ENSG00000004660,722.963970668938,0.09056261994375348,0.10219996940925512,0.8861315758432333,0.3755466296606055,0.41271504131787606
ENSG00000004700,1604.028015764654,0.17914201656275558,0.11434796635570152,1.566639287711507,0.11719902918277865,0.13965744625852525
